customer_id,customer_name,industry,country,region,risk_score,credit_limit
C00778,Medina-Mitchell,FMCG,Belgium,Europe,54,3156657
C00779,"Gomez, Weaver and Morris",Electronics,Costa Rica,APAC,69,1439553
C00780,Griffith LLC,Pharma,Gibraltar,APAC,21,65774
C00781,"Wilson, Clark and Haynes",Retail,Macao,MEA,70,244237
C00782,Miles-Garcia,Retail,Qatar,Europe,93,649728
C00783,Robinson and Sons,Auto,Norfolk Island,APAC,87,3787820
C00784,"Allen, Brooks and Mathews",Electronics,Iceland,MEA,87,415923
C00785,"Lutz, Anderson and Garrett",FMCG,Isle of Man,Americas,30,1257582
C00786,Wong-Chan,Electronics,Barbados,MEA,59,418559
C00787,Morrow-Holden,Electronics,Austria,Americas,46,4234551
C00788,"Lane, Welch and Hodges",Electronics,Estonia,APAC,30,3244888
C00789,Anderson-Haley,Retail,Bouvet Island (Bouvetoya),MEA,46,2669712
C00790,"Conway, Finley and Pacheco",FMCG,Saint Pierre and Miquelon,MEA,9,582619
C00791,Knight LLC,Auto,Chile,MEA,82,1086599
C00792,"Vasquez, Underwood and Russell",Pharma,Anguilla,Europe,94,2345986
C00793,Gonzalez Group,Pharma,Guadeloupe,MEA,62,837196
C00794,"Ellis, Jones and Lee",Retail,Ethiopia,APAC,52,4907416
C00795,Chen Inc,Auto,India,MEA,71,3870850
C00796,"Mosley, Holland and Harris",Electronics,Gambia,Americas,3,1662691
C00797,Spencer-Compton,Electronics,Saint Vincent and the Grenadines,APAC,7,4360717
C00798,Willis-Khan,Auto,Belarus,APAC,37,930704
C00799,Boyd Inc,FMCG,Czech Republic,Europe,61,564868
C00800,Sandoval-Yang,Pharma,United States Virgin Islands,APAC,26,4130467
C00801,"Salazar, Morris and Meyer",Pharma,Jamaica,APAC,14,1656856
C00802,"Hamilton, Wu and Roach",Retail,Cameroon,Europe,42,875524
C00803,"Carlson, Garrison and Adkins",Electronics,Australia,MEA,4,2769002
C00804,Parker Group,Retail,Nauru,Europe,33,3804117
C00805,Clark and Sons,Pharma,Cote d'Ivoire,Europe,93,4825470
C00806,Arias Ltd,Auto,French Polynesia,Europe,84,3038220
C00807,Walton Inc,Pharma,Hong Kong,Americas,63,1213734
C00808,Bullock-James,Retail,Guinea,MEA,79,4340899
C00809,Guzman PLC,Pharma,Lithuania,APAC,91,2284753
C00810,"Jones, Henry and Edwards",Retail,Cote d'Ivoire,APAC,81,1321143
C00811,Cruz-Lang,Pharma,Bermuda,Americas,64,3816440
C00812,Osborne-Drake,Pharma,Maldives,Americas,59,2506726
C00813,"Villa, Sutton and Guzman",Auto,Saint Vincent and the Grenadines,MEA,32,1429760
C00814,"Lee, Bradley and Wiley",Auto,Botswana,MEA,16,1819454
C00815,Johnston-Harrison,Electronics,Bouvet Island (Bouvetoya),APAC,39,1566859
C00816,"Garcia, Everett and Nunez",FMCG,Singapore,MEA,7,2274891
C00817,"Rice, Turner and Watkins",Electronics,Pitcairn Islands,APAC,92,2600779
C00818,"Payne, Collins and Black",FMCG,Saint Martin,Americas,21,429665
C00819,Carpenter LLC,Auto,Canada,Americas,11,4386020
C00820,Reynolds-Gibbs,Electronics,Myanmar,Europe,94,4647633
C00821,Neal-Mcintosh,Auto,Lao People's Democratic Republic,Europe,7,4569109
C00822,Harris Ltd,Electronics,Lesotho,MEA,91,2463892
C00823,"Thompson, Smith and Moreno",FMCG,Canada,Americas,60,3887376
C00824,Ellis PLC,Retail,Lao People's Democratic Republic,APAC,10,4528117
C00825,"Mcfarland, Hamilton and Stark",Pharma,Yemen,Americas,17,3875367
C00826,"Ramirez, Miller and Mays",Auto,Djibouti,Americas,77,2688050
C00827,Miranda Ltd,FMCG,Christmas Island,Europe,72,2727966
C00828,"Hopkins, Miranda and Morris",FMCG,Aruba,APAC,25,3786761
C00829,Trujillo Group,FMCG,Netherlands Antilles,MEA,38,2285207
C00830,"Watson, Lowe and Hudson",Pharma,Palestinian Territory,APAC,75,3031092
C00831,Duran-Casey,FMCG,Nepal,APAC,87,3621255
C00832,Morales LLC,Retail,Liberia,Americas,55,4092532
C00833,Goodman PLC,Electronics,Romania,MEA,95,3700046
C00834,Phelps-Brown,FMCG,Sudan,APAC,96,948064
C00835,Adkins LLC,Retail,Niue,Europe,70,4194610
C00836,Rice and Sons,Auto,Heard Island and McDonald Islands,Europe,4,4183386
C00837,Anderson LLC,FMCG,United States of America,MEA,23,3705831
C00838,Powers Inc,Retail,Myanmar,Europe,13,1756302
C00839,"Morgan, Weeks and Barrett",Electronics,British Indian Ocean Territory (Chagos Archipelago),Americas,64,4640124
C00840,"James, Caldwell and Baker",Electronics,Guernsey,MEA,20,1795623
C00841,Silva and Sons,Retail,Anguilla,MEA,55,2161889
C00842,Hobbs Inc,Auto,Paraguay,Europe,2,3688337
C00843,Thornton-Hall,Retail,Sierra Leone,APAC,92,818661
C00844,"Macias, Gilmore and Williams",Pharma,Finland,APAC,82,4012885
C00845,Patterson-Martinez,Auto,Myanmar,Europe,72,487925
C00846,"Horton, Ramirez and Jones",Electronics,South Georgia and the South Sandwich Islands,APAC,91,4907803
C00847,Gillespie Ltd,Retail,Cocos (Keeling) Islands,APAC,3,583838
C00848,Hernandez-Freeman,Auto,Saint Helena,APAC,53,604162
C00849,"Poole, Matthews and Cohen",Retail,Anguilla,APAC,9,4403973
C00850,"Maldonado, Schultz and Becker",Electronics,Wallis and Futuna,Europe,37,1253754
C00851,"Hernandez, Ramirez and Shields",Electronics,Uruguay,MEA,12,3092182
C00852,Henderson-Walker,FMCG,Pakistan,Americas,5,2627456
C00853,"Oliver, Rose and Mckinney",FMCG,United States Minor Outlying Islands,Europe,48,4056015
C00854,Warner and Sons,Retail,Panama,Americas,21,1756233
C00855,Ayers Ltd,Pharma,Slovakia (Slovak Republic),Europe,88,3904520
C00856,Davies-Hernandez,Pharma,Heard Island and McDonald Islands,Europe,50,649851
C00857,"Mcintosh, Guzman and Ramos",Auto,Indonesia,Europe,44,4151134
C00858,Drake PLC,Pharma,Bhutan,Europe,94,833601
C00859,Suarez-Mcbride,Retail,Mexico,Europe,13,840803
C00860,Davis-Martin,FMCG,Bahrain,MEA,62,2855305
C00861,Jones-Tyler,Retail,Jordan,APAC,50,2030118
C00862,"Morton, Turner and Roy",Retail,British Virgin Islands,Americas,38,2683254
C00863,Reynolds-Maddox,FMCG,Lao People's Democratic Republic,Europe,23,3363758
C00864,French and Sons,Retail,Ecuador,MEA,75,4931351
C00865,Riley-Wilson,Retail,Argentina,APAC,14,3373240
C00866,Scott Ltd,Retail,El Salvador,MEA,71,4278065
C00867,Williams-Little,Auto,Italy,APAC,34,2478199
C00868,Collins Inc,Electronics,Portugal,APAC,15,716269
C00869,Washington-Shelton,Pharma,Mali,Americas,87,447491
C00870,"Perkins, Warren and Potter",Retail,Vietnam,Americas,53,2289177
C00871,Brown Inc,Retail,Bolivia,APAC,21,2717838
C00872,"Romero, Wilson and Green",Retail,Sierra Leone,APAC,15,463856
C00873,"Gibson, Snow and Collins",Retail,Zambia,MEA,14,3829783
C00874,"Kaiser, Burton and Lopez",Auto,Kazakhstan,Europe,46,4389383
C00875,Jones-Ramos,FMCG,Malaysia,MEA,75,251312
C00876,Davis-Daniels,Pharma,Australia,APAC,72,2197900
C00877,Avery Group,Auto,Zimbabwe,MEA,39,1334650
C00878,"Foley, Henry and Thompson",Retail,Denmark,APAC,32,3444976
C00879,"Conway, Foster and Collins",Pharma,Sweden,APAC,25,1347317
C00880,Johnson Group,FMCG,Yemen,APAC,25,4541772
C00881,"Henry, Taylor and Simpson",FMCG,Anguilla,APAC,31,2305105
C00882,Fletcher-Torres,Auto,Maldives,Europe,21,169740
C00883,Hoffman-Klein,Pharma,Anguilla,MEA,64,2898603
C00884,"Hernandez, Davis and Thomas",Electronics,Morocco,MEA,42,647848
C00885,Johnson LLC,Auto,Angola,Europe,48,4491967
C00886,"Garrett, Bailey and Shelton",FMCG,Saint Kitts and Nevis,Europe,56,424626
C00887,Russell and Sons,Auto,Latvia,MEA,81,2997351
C00888,Martin PLC,Pharma,Congo,Americas,71,4020155
C00889,"Allen, Lee and Bell",Pharma,Mauritania,Europe,80,1235570
C00890,"Allen, Graves and Lewis",FMCG,Hong Kong,Americas,34,3658714
C00891,"Logan, Sandoval and Curtis",Electronics,Philippines,APAC,68,706442
C00892,"Brown, Cohen and Boyd",Pharma,New Zealand,MEA,75,2838113
C00893,Rivera Group,Auto,Pitcairn Islands,Americas,28,1171617
C00894,"Walsh, Kim and Evans",Retail,Australia,MEA,80,836413
C00895,Garcia-Gentry,Auto,United Kingdom,MEA,4,499242
C00896,Villegas PLC,Pharma,Hungary,Americas,58,3454089
C00897,James and Sons,Auto,China,APAC,83,4233534
C00898,Bailey-Davis,Electronics,Timor-Leste,Europe,56,2353821
C00899,Brooks-Reyes,Retail,Northern Mariana Islands,APAC,23,3552299
C00900,"Price, Hughes and Mcdonald",FMCG,Macao,MEA,69,2964473
C00901,Sanchez LLC,Retail,Israel,MEA,2,3945069
C00902,Charles PLC,Pharma,Kazakhstan,APAC,92,4399244
C00903,Craig PLC,FMCG,Belarus,APAC,28,3286142
C00904,"Stone, West and Rodriguez",FMCG,Turks and Caicos Islands,MEA,27,2825045
C00905,Cook Inc,Retail,Saint Vincent and the Grenadines,Americas,53,3262408
C00906,Reese PLC,Electronics,Somalia,Americas,41,4346172
C00907,Ward-Mendez,Auto,Mauritius,Europe,77,3435376
C00908,King Ltd,Auto,Kazakhstan,Americas,56,4605331
C00909,Wells and Sons,Pharma,Bangladesh,Europe,97,758296
C00910,"Lynch, Goodman and Lamb",Pharma,Malta,Europe,41,1361562
C00911,Barnett-Jackson,FMCG,American Samoa,Americas,1,2785587
C00912,Becker-Adams,Retail,Ireland,Americas,81,1832005
C00913,"Norris, Gates and Rodriguez",Pharma,Ireland,Europe,15,3412039
C00914,Benjamin-Matthews,Auto,Iran,Americas,76,98516
C00915,Russell Group,Electronics,Congo,Europe,61,1144381
C00916,"Cain, Ray and Palmer",FMCG,Ukraine,Europe,23,2115253
C00917,Burnett Inc,Electronics,Belgium,APAC,61,3503073
C00918,"Brown, Sellers and Marsh",Electronics,Christmas Island,MEA,91,695608
C00919,"Green, Buckley and Wright",Retail,Tonga,Europe,81,4477440
C00920,"Peters, Schwartz and Parsons",Retail,Chile,MEA,99,959075
C00921,"Nolan, Cantrell and Newman",Retail,Kyrgyz Republic,APAC,36,273189
C00922,Horton-Faulkner,Auto,Guadeloupe,Americas,44,3725488
C00923,Yoder and Sons,Retail,Guam,Americas,87,437441
C00924,"Foster, Warren and Townsend",Auto,Trinidad and Tobago,Europe,22,1231848
C00925,Hess and Sons,Retail,Thailand,MEA,73,2309539
C00926,"Harris, Davis and Clark",Auto,Syrian Arab Republic,MEA,70,333114
C00927,Maldonado-Davis,Pharma,Bermuda,Europe,30,1712996
C00928,Kelly-Gregory,Retail,Seychelles,Europe,80,2993623
C00929,Barnett-Romero,Retail,Marshall Islands,Americas,86,2680638
C00930,Jenkins-Manning,Auto,Libyan Arab Jamahiriya,Americas,82,4560383
C00931,Lester Group,Auto,Barbados,MEA,53,667030
C00932,"Anderson, Cameron and Silva",FMCG,Romania,APAC,96,2660716
C00933,Williams and Sons,Electronics,Botswana,Americas,90,353412
C00934,Jackson PLC,Electronics,Venezuela,MEA,39,4103305
C00935,"Jackson, Peterson and Roberts",Auto,Latvia,APAC,29,3389651
C00936,"Cordova, Owens and Leonard",FMCG,Czech Republic,APAC,49,1379214
C00937,May-Fitzgerald,Auto,Gabon,Americas,41,4603856
C00938,Hudson Group,Auto,French Southern Territories,Europe,71,4827986
C00939,Alvarado LLC,Retail,Cook Islands,APAC,15,4657208
C00940,Chen-Wilson,Retail,Guernsey,MEA,44,4072786
C00941,"Smith, Hernandez and Martinez",Pharma,Chile,Europe,10,2318216
C00942,"Barnes, Smith and Ortega",Electronics,Israel,APAC,37,1853921
C00943,Miller-Jones,Pharma,Burundi,Americas,77,1309855
C00944,"Jones, Richard and Mendoza",Electronics,Cameroon,Europe,81,1429984
C00945,"Bryant, Alvarado and Hughes",Retail,Kuwait,APAC,48,3338612
C00946,Lee and Sons,Auto,United States Virgin Islands,APAC,87,2238507
C00947,Chavez-Huber,Electronics,Lesotho,Americas,97,4889330
C00948,"Collins, Ford and Anderson",Electronics,Saudi Arabia,Europe,88,4993466
C00949,"Saunders, Cook and Henry",Retail,Korea,MEA,78,4606513
C00950,Huang Inc,Pharma,Austria,APAC,4,4231852
C00951,"Patterson, Norman and Johnson",Pharma,Anguilla,Americas,6,2252961
C00952,Reed-Bowman,Pharma,Lebanon,Americas,39,2732579
C00953,Mcdonald Ltd,Auto,New Caledonia,APAC,61,785091
C00954,Wilkins Ltd,Pharma,United Kingdom,APAC,59,3066859
C00955,Cross Inc,Electronics,San Marino,APAC,99,437326
C00956,Russell-Martinez,Auto,Heard Island and McDonald Islands,Europe,17,1271528
C00957,Gomez Group,FMCG,Lesotho,APAC,16,167513
C00958,"Martin, Johnson and Ross",FMCG,Ghana,Americas,33,116550
C00959,"Foster, Cox and Myers",Electronics,Wallis and Futuna,Americas,42,4394792
C00960,Chang Inc,Electronics,Paraguay,APAC,62,1173267
C00961,Powell-Hernandez,Retail,Saint Helena,Europe,36,1023669
C00962,Peters-Little,Pharma,Jordan,MEA,16,1577448
C00963,"Aguirre, Bush and Johnson",Electronics,Portugal,Americas,87,1936477
C00964,Travis Group,Electronics,Pakistan,MEA,9,2283165
C00965,Pratt-Hall,Electronics,Ukraine,APAC,72,1703105
C00966,"Jenkins, Banks and Crawford",Pharma,Norway,APAC,12,769475
C00967,"Howard, Christensen and Cameron",FMCG,Equatorial Guinea,MEA,42,4870386
C00968,Atkins Ltd,FMCG,Macao,Europe,42,3023968
C00969,"Rodriguez, Rogers and Reynolds",Retail,Trinidad and Tobago,Europe,4,588927
C00970,Francis Group,Retail,Belgium,Europe,80,4130547
C00971,Tran-Butler,Auto,Netherlands Antilles,APAC,66,3113095
C00972,"Walter, Alvarez and Roman",Electronics,China,Europe,44,1672019
C00973,"Allen, Williams and Vega",Pharma,French Southern Territories,MEA,9,2207475
C00974,Roberson-Brown,FMCG,Benin,Americas,16,2028283
C00975,Bell-Rogers,Electronics,Niger,Europe,14,71005
C00976,Fernandez Ltd,FMCG,Seychelles,Americas,95,3535504
C00977,"Pierce, Wolfe and Smith",Pharma,Montserrat,Europe,55,2813389
C00978,Webster LLC,Retail,Saint Pierre and Miquelon,MEA,18,4094667
C00979,Thompson Ltd,Pharma,Hong Kong,MEA,29,3243556
C00980,Campbell Group,FMCG,Haiti,Europe,41,476934
C00981,Marsh-Bowman,Electronics,Luxembourg,Americas,79,2678882
C00982,Allen PLC,Retail,Antarctica (the territory South of 60 deg S),Americas,66,2605049
C00983,Fuller-White,Pharma,France,MEA,48,3756559
C00984,"Peters, Yang and Suarez",Retail,Rwanda,APAC,98,2569145
C00985,"Morgan, Rhodes and Hart",Retail,Oman,Europe,73,4336097
C00986,Kim-Tucker,Electronics,Dominican Republic,Americas,32,2502053
C00987,"Tucker, Jones and Williams",Electronics,Niue,Americas,71,4788073
C00988,"Thompson, Brown and Williams",Retail,Czech Republic,APAC,30,2974872
C00989,Duran-Key,FMCG,Nauru,Europe,11,3303154
C00990,Mitchell Ltd,FMCG,El Salvador,APAC,24,1568588
C00991,"Larson, Turner and Pitts",Pharma,Congo,APAC,85,646228
C00992,Davis Inc,Retail,Tuvalu,MEA,96,2656735
C00993,Brown LLC,Auto,Paraguay,Americas,80,2790312
C00994,"Cain, Reynolds and Reynolds",Pharma,Trinidad and Tobago,APAC,84,4548027
C00995,Garcia Inc,Auto,Turkmenistan,APAC,23,1920197
C00996,Hart PLC,Electronics,Sri Lanka,APAC,23,1953197
C00997,Johnson LLC,FMCG,Kuwait,Europe,25,694271
C00998,Howard PLC,Electronics,Congo,Americas,76,2455459
C00999,Chambers-Cruz,FMCG,Maldives,Americas,53,1346147
