payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_status
P004260,INV04260,2026-03-24,16035.84,Bank Transfer,Full
P004261,INV04261,2025-12-17,28869.920000000002,Bank Transfer,Full
P004262,INV04262,2024-08-08,44069.15,Bank Transfer,Full
P004263,INV04263,2024-09-15,45513.5,Credit Card,Full
P004264,INV04264,2025-10-11,13167.95,Credit Card,Full
P004265,INV04265,2026-06-08,54409.799999999996,Wire,Full
P004266,INV04266,2025-12-01,21172.39,Bank Transfer,Full
P004267,INV04267,2024-07-16,7395.12,Credit Card,Partial
P004268,INV04268,2026-02-16,4654.36,Bank Transfer,Partial
P004269,INV04269,2025-04-26,28713.75,Wire,Partial
P004270,INV04270,2024-07-19,30246.14,Bank Transfer,Full
P004271,INV04271,2026-03-03,0.0,Wire,Failed
P004272,INV04272,2024-09-25,32837.93,Wire,Full
P004273,INV04273,2025-12-01,25595.23,Credit Card,Partial
P004274,INV04274,2025-12-10,17530.96,Credit Card,Partial
P004275,INV04275,2025-05-03,21862.47,Wire,Partial
P004276,INV04276,2026-02-13,0.0,Bank Transfer,Failed
P004277,INV04277,2024-10-09,25229.31,Wire,Partial
P004278,INV04278,2025-05-26,50126.33,Wire,Full
P004279,INV04279,2025-09-30,29266.29,Wire,Full
P004280,INV04280,2025-01-02,17380.45,Wire,Full
P004281,INV04281,2025-10-15,45170.92999999999,Wire,Full
P004282,INV04282,2024-07-21,55324.41,Bank Transfer,Full
P004283,INV04283,2024-11-15,27548.46,Credit Card,Full
P004284,INV04284,2026-05-04,15740.44,Credit Card,Full
P004285,INV04285,2026-03-19,37143.08,Credit Card,Partial
P004286,INV04286,2025-04-30,46838.39,Wire,Full
P004287,INV04287,2025-04-02,0.0,Bank Transfer,Failed
P004288,INV04288,2025-07-17,25645.989999999998,Wire,Full
P004289,INV04289,2024-07-30,45636.7,Wire,Full
P004290,INV04290,2025-08-09,11853.95,Wire,Full
P004291,INV04291,2026-01-07,48398.46,Credit Card,Full
P004292,INV04292,2025-06-28,45378.98,Bank Transfer,Full
P004293,INV04293,2025-09-07,20753.579999999998,Credit Card,Full
P004294,INV04294,2024-12-17,23218.5,Wire,Partial
P004295,INV04295,2025-08-20,43612.229999999996,Credit Card,Full
P004296,INV04296,2024-08-05,21610.19,Credit Card,Full
P004297,INV04297,2024-06-19,12537.060000000001,Credit Card,Full
P004298,INV04298,2025-06-20,0.0,Credit Card,Failed
P004299,INV04299,2025-09-21,44007.0,Credit Card,Full
P004300,INV04300,2026-05-22,21401.66,Bank Transfer,Full
P004301,INV04301,2026-03-29,23922.63,Credit Card,Full
P004302,INV04302,2025-07-06,13914.83,Bank Transfer,Full
P004303,INV04303,2026-05-09,34721.450000000004,Wire,Full
P004304,INV04304,2026-04-06,24538.1,Bank Transfer,Full
P004305,INV04305,2026-03-27,16800.74,Bank Transfer,Full
P004306,INV04306,2025-06-01,0.0,Credit Card,Failed
P004307,INV04307,2025-10-07,17804.45,Credit Card,Partial
P004308,INV04308,2025-08-31,24582.46,Credit Card,Full
P004309,INV04309,2024-07-20,21383.25,Credit Card,Full
P004310,INV04310,2024-06-27,58406.97,Bank Transfer,Full
P004311,INV04311,2024-06-29,53706.15,Credit Card,Full
P004312,INV04312,2025-03-15,0.0,Bank Transfer,Failed
P004313,INV04313,2025-07-08,21205.32,Bank Transfer,Partial
P004314,INV04314,2026-01-10,42641.2,Credit Card,Full
P004315,INV04315,2024-10-18,0.0,Wire,Failed
P004316,INV04316,2025-07-21,17261.18,Credit Card,Full
P004317,INV04317,2025-02-26,0.0,Wire,Failed
P004318,INV04318,2024-08-13,36454.92,Credit Card,Full
P004319,INV04319,2025-09-05,49984.45,Credit Card,Full
P004320,INV04320,2025-03-28,0.0,Wire,Failed
P004321,INV04321,2025-11-23,32786.509999999995,Credit Card,Full
P004322,INV04322,2024-12-28,17531.18,Bank Transfer,Full
P004323,INV04323,2024-11-30,0.0,Bank Transfer,Failed
P004324,INV04324,2024-11-05,37358.45,Bank Transfer,Full
P004325,INV04325,2026-02-23,42394.72,Wire,Full
P004326,INV04326,2025-07-01,49267.51,Wire,Full
P004327,INV04327,2025-08-11,41224.81,Wire,Full
P004328,INV04328,2026-06-12,53377.2,Credit Card,Full
P004329,INV04329,2026-05-31,0.0,Bank Transfer,Failed
P004330,INV04330,2025-08-03,40917.1,Credit Card,Partial
P004331,INV04331,2025-08-20,11818.41,Wire,Full
P004332,INV04332,2026-04-10,28821.59,Wire,Full
P004333,INV04333,2025-11-12,24291.309999999998,Credit Card,Full
P004334,INV04334,2026-03-13,10028.09,Credit Card,Partial
P004335,INV04335,2024-12-07,28135.46,Wire,Full
P004336,INV04336,2024-09-28,31784.54,Bank Transfer,Full
P004337,INV04337,2025-05-17,31099.64,Credit Card,Partial
P004338,INV04338,2025-03-15,13322.66,Wire,Partial
P004339,INV04339,2026-04-17,19001.68,Wire,Full
P004340,INV04340,2025-06-24,37323.56,Bank Transfer,Full
P004341,INV04341,2025-03-11,6080.780000000001,Bank Transfer,Full
P004342,INV04342,2026-04-09,45496.88,Credit Card,Full
P004343,INV04343,2025-04-17,36423.36,Bank Transfer,Full
P004344,INV04344,2024-06-29,22808.54,Bank Transfer,Full
P004345,INV04345,2025-03-29,0.0,Bank Transfer,Failed
P004346,INV04346,2026-01-28,39279.47,Bank Transfer,Full
P004347,INV04347,2025-06-25,45863.64,Credit Card,Full
P004348,INV04348,2025-10-19,0.0,Credit Card,Failed
P004349,INV04349,2024-09-25,44873.71,Wire,Full
P004350,INV04350,2025-06-25,14230.19,Bank Transfer,Partial
P004351,INV04351,2025-05-15,54581.33,Wire,Full
P004352,INV04352,2025-08-17,11222.63,Credit Card,Partial
P004353,INV04353,2025-02-28,42240.38,Credit Card,Full
P004354,INV04354,2026-04-28,22521.440000000002,Bank Transfer,Full
P004355,INV04355,2026-06-13,31292.11,Wire,Full
P004356,INV04356,2025-02-04,57042.98,Bank Transfer,Full
P004357,INV04357,2024-12-26,12158.64,Bank Transfer,Partial
P004358,INV04358,2025-05-01,17424.239999999998,Credit Card,Full
P004359,INV04359,2024-11-13,0.0,Credit Card,Failed
P004360,INV04360,2026-04-25,23937.89,Bank Transfer,Full
P004361,INV04361,2024-11-30,29338.35,Bank Transfer,Full
P004362,INV04362,2024-11-28,49048.19,Credit Card,Full
P004363,INV04363,2026-01-04,57144.53,Wire,Full
P004364,INV04364,2024-11-30,52512.39,Wire,Full
P004365,INV04365,2024-08-17,33649.36,Credit Card,Full
P004366,INV04366,2026-01-18,56194.1,Credit Card,Full
P004367,INV04367,2025-11-05,20944.7,Wire,Full
P004368,INV04368,2025-04-14,21307.36,Wire,Full
P004369,INV04369,2026-04-25,48585.94,Credit Card,Full
P004370,INV04370,2024-10-13,39899.46,Credit Card,Full
P004371,INV04371,2025-04-26,31448.050000000003,Bank Transfer,Full
P004372,INV04372,2024-11-13,39495.76,Bank Transfer,Full
P004373,INV04373,2025-03-02,41603.85,Bank Transfer,Full
P004374,INV04374,2026-01-21,54361.41,Credit Card,Full
P004375,INV04375,2026-04-13,37709.65,Wire,Full
P004376,INV04376,2025-03-04,22287.77,Bank Transfer,Full
P004377,INV04377,2026-03-15,30953.01,Credit Card,Partial
P004378,INV04378,2025-12-14,16774.13,Wire,Full
P004379,INV04379,2025-06-01,0.0,Bank Transfer,Failed
P004380,INV04380,2024-08-01,28836.54,Wire,Full
P004381,INV04381,2024-11-14,22502.54,Wire,Full
P004382,INV04382,2025-12-05,0.0,Credit Card,Failed
P004383,INV04383,2025-09-09,35125.08,Credit Card,Full
P004384,INV04384,2024-10-08,26041.120000000003,Wire,Full
P004385,INV04385,2025-09-26,46098.329999999994,Bank Transfer,Full
P004386,INV04386,2025-09-07,30851.27,Credit Card,Full
P004387,INV04387,2026-02-01,35883.93,Bank Transfer,Full
P004388,INV04388,2025-01-18,38042.02,Credit Card,Full
P004389,INV04389,2025-07-07,21528.149999999998,Wire,Full
P004390,INV04390,2025-09-17,43192.17,Bank Transfer,Full
P004391,INV04391,2024-09-14,23926.7,Bank Transfer,Full
P004392,INV04392,2024-06-23,28084.97,Wire,Partial
P004393,INV04393,2025-02-21,35425.35,Bank Transfer,Partial
P004394,INV04394,2025-07-21,18740.68,Wire,Full
P004395,INV04395,2024-11-06,24867.5,Credit Card,Full
P004396,INV04396,2025-06-14,29397.280000000002,Bank Transfer,Full
P004397,INV04397,2024-11-29,47530.06,Wire,Full
P004398,INV04398,2025-07-16,24412.719999999998,Bank Transfer,Full
P004399,INV04399,2025-06-23,44858.73,Bank Transfer,Full
P004400,INV04400,2025-04-16,21008.37,Bank Transfer,Full
P004401,INV04401,2024-11-15,7682.8,Credit Card,Partial
P004402,INV04402,2026-06-03,16802.93,Wire,Full
P004403,INV04403,2025-11-22,21999.07,Credit Card,Partial
P004404,INV04404,2025-12-31,54859.130000000005,Credit Card,Full
P004405,INV04405,2025-08-21,46751.69,Wire,Full
P004406,INV04406,2024-12-24,38723.21,Credit Card,Full
P004407,INV04407,2026-02-01,53321.0,Bank Transfer,Full
P004408,INV04408,2025-09-25,17562.420000000002,Bank Transfer,Full
P004409,INV04409,2025-05-05,51874.19,Credit Card,Full
P004410,INV04410,2025-10-14,31666.08,Credit Card,Partial
P004411,INV04411,2025-04-28,14492.62,Wire,Partial
P004412,INV04412,2025-07-29,32692.420000000002,Wire,Full
P004413,INV04413,2025-09-01,35936.08,Wire,Full
P004414,INV04414,2025-05-05,11454.46,Bank Transfer,Full
P004415,INV04415,2025-09-24,9504.37,Credit Card,Partial
P004416,INV04416,2024-06-30,0.0,Bank Transfer,Failed
P004417,INV04417,2025-04-18,46042.880000000005,Credit Card,Full
P004418,INV04418,2025-10-31,17511.47,Bank Transfer,Partial
P004419,INV04419,2024-09-09,17736.309999999998,Wire,Full
P004420,INV04420,2024-10-29,41094.57,Bank Transfer,Full
P004421,INV04421,2024-07-18,27281.21,Bank Transfer,Full
P004422,INV04422,2025-02-09,57114.5,Wire,Full
P004423,INV04423,2024-09-14,31198.45,Wire,Full
P004424,INV04424,2025-11-19,0.0,Wire,Failed
P004425,INV04425,2025-03-30,0.0,Bank Transfer,Failed
P004426,INV04426,2025-07-15,42371.87,Credit Card,Full
P004427,INV04427,2024-08-16,34754.740000000005,Bank Transfer,Full
P004428,INV04428,2026-06-04,25858.62,Bank Transfer,Partial
P004429,INV04429,2024-08-23,11858.19,Wire,Partial
P004430,INV04430,2026-03-24,33561.11,Bank Transfer,Full
P004431,INV04431,2025-01-10,45648.16,Credit Card,Full
P004432,INV04432,2025-05-28,0.0,Wire,Failed
P004433,INV04433,2026-02-18,7554.17,Credit Card,Partial
P004434,INV04434,2025-02-27,34729.36,Wire,Partial
P004435,INV04435,2026-05-16,10789.210000000001,Wire,Full
P004436,INV04436,2024-07-14,0.0,Credit Card,Failed
P004437,INV04437,2025-04-05,44143.8,Wire,Full
P004438,INV04438,2026-03-12,14672.53,Wire,Full
P004439,INV04439,2026-06-08,31710.100000000002,Wire,Full
P004440,INV04440,2025-01-14,36099.26,Credit Card,Partial
P004441,INV04441,2025-08-18,46129.93,Bank Transfer,Full
P004442,INV04442,2026-04-28,15100.28,Credit Card,Partial
P004443,INV04443,2025-07-26,9637.32,Credit Card,Full
P004444,INV04444,2026-02-20,32160.58,Wire,Full
P004445,INV04445,2025-01-06,23140.07,Credit Card,Full
P004446,INV04446,2024-08-02,52230.619999999995,Credit Card,Full
P004447,INV04447,2025-07-04,0.0,Credit Card,Failed
P004448,INV04448,2025-12-02,24296.84,Bank Transfer,Partial
P004449,INV04449,2025-04-09,29232.510000000002,Bank Transfer,Full
P004450,INV04450,2026-03-31,25652.95,Bank Transfer,Full
P004451,INV04451,2026-05-14,27816.52,Credit Card,Full
P004452,INV04452,2024-12-07,11435.0,Bank Transfer,Partial
P004453,INV04453,2026-06-15,17810.77,Bank Transfer,Partial
P004454,INV04454,2025-05-24,50741.11,Wire,Full
P004455,INV04455,2024-09-22,11100.31,Wire,Full
P004456,INV04456,2026-01-10,30309.15,Wire,Full
P004457,INV04457,2025-01-02,0.0,Bank Transfer,Failed
P004458,INV04458,2025-12-17,33859.240000000005,Wire,Full
P004459,INV04459,2025-12-13,0.0,Wire,Failed
P004460,INV04460,2025-03-19,52988.58,Bank Transfer,Full
P004461,INV04461,2024-12-04,11023.27,Bank Transfer,Partial
P004462,INV04462,2025-02-19,34987.35,Credit Card,Full
P004463,INV04463,2026-01-20,18955.06,Credit Card,Partial
P004464,INV04464,2026-02-10,8809.2,Bank Transfer,Full
P004465,INV04465,2025-08-06,13156.08,Bank Transfer,Full
P004466,INV04466,2025-11-13,0.0,Bank Transfer,Failed
P004467,INV04467,2025-08-05,17978.04,Credit Card,Partial
P004468,INV04468,2025-04-02,53447.049999999996,Wire,Full
P004469,INV04469,2025-07-16,61845.42,Wire,Full
P004470,INV04470,2025-02-26,31952.7,Bank Transfer,Partial
P004471,INV04471,2024-11-20,40587.38,Bank Transfer,Full
P004472,INV04472,2025-03-28,0.0,Bank Transfer,Failed
P004473,INV04473,2025-07-23,0.0,Bank Transfer,Failed
P004474,INV04474,2024-08-06,25995.15,Credit Card,Partial
P004475,INV04475,2026-04-27,21027.2,Credit Card,Partial
P004476,INV04476,2025-05-18,20761.71,Wire,Full
P004477,INV04477,2025-07-14,9014.39,Bank Transfer,Full
P004478,INV04478,2026-01-07,47708.75,Wire,Full
P004479,INV04479,2025-08-20,28968.280000000002,Credit Card,Full
P004480,INV04480,2025-12-28,16623.6,Wire,Partial
P004481,INV04481,2024-08-25,21946.120000000003,Wire,Full
P004482,INV04482,2024-11-25,29799.65,Credit Card,Full
P004483,INV04483,2024-07-17,34019.68,Credit Card,Full
P004484,INV04484,2024-11-09,28150.06,Credit Card,Full
P004485,INV04485,2025-10-27,51946.7,Credit Card,Full
P004486,INV04486,2025-12-06,33163.48,Bank Transfer,Full
P004487,INV04487,2025-12-23,26536.24,Wire,Partial
P004488,INV04488,2026-04-22,12254.96,Credit Card,Full
P004489,INV04489,2026-03-24,22319.65,Wire,Full
P004490,INV04490,2026-01-31,24611.41,Bank Transfer,Full
P004491,INV04491,2025-07-06,20471.09,Wire,Full
P004492,INV04492,2025-11-19,13457.76,Credit Card,Full
P004493,INV04493,2025-12-04,23817.05,Wire,Full
P004494,INV04494,2026-01-09,29543.22,Credit Card,Full
P004495,INV04495,2024-06-18,25644.96,Wire,Full
P004496,INV04496,2024-10-10,40748.299999999996,Bank Transfer,Full
P004497,INV04497,2026-03-13,50664.46,Wire,Full
P004498,INV04498,2024-12-25,12928.42,Wire,Full
P004499,INV04499,2024-11-05,12706.48,Wire,Partial
P004500,INV04500,2025-10-15,47264.43,Credit Card,Full
P004501,INV04501,2025-02-25,12594.28,Bank Transfer,Full
P004502,INV04502,2025-01-17,43953.130000000005,Wire,Full
P004503,INV04503,2026-02-07,42369.899999999994,Credit Card,Full
P004504,INV04504,2024-09-05,39788.64,Wire,Full
P004505,INV04505,2026-03-12,8177.7,Wire,Partial
P004506,INV04506,2025-11-22,7195.74,Bank Transfer,Full
P004507,INV04507,2026-05-31,36344.81,Bank Transfer,Full
P004508,INV04508,2026-01-03,11388.14,Wire,Full
P004509,INV04509,2025-04-11,20616.99,Wire,Full
P004510,INV04510,2024-12-17,21406.16,Wire,Full
P004511,INV04511,2024-11-02,50289.99,Credit Card,Full
P004512,INV04512,2024-09-16,0.0,Credit Card,Failed
P004513,INV04513,2025-12-19,0.0,Credit Card,Failed
P004514,INV04514,2024-10-19,37510.06,Bank Transfer,Full
P004515,INV04515,2026-02-18,7774.17,Credit Card,Partial
P004516,INV04516,2025-01-07,20935.6,Bank Transfer,Partial
P004517,INV04517,2024-09-14,21956.2,Bank Transfer,Partial
P004518,INV04518,2025-01-26,7414.5599999999995,Wire,Full
P004519,INV04519,2025-12-05,14086.85,Wire,Full
P004520,INV04520,2026-01-07,52933.65,Credit Card,Full
P004521,INV04521,2026-05-03,53703.259999999995,Wire,Full
P004522,INV04522,2025-08-29,0.0,Credit Card,Failed
P004523,INV04523,2025-03-05,0.0,Credit Card,Failed
P004524,INV04524,2025-01-30,53580.04,Credit Card,Full
P004525,INV04525,2026-04-10,49363.31,Bank Transfer,Partial
P004526,INV04526,2025-09-02,48550.25,Credit Card,Full
P004527,INV04527,2026-03-30,52804.649999999994,Credit Card,Full
P004528,INV04528,2025-08-14,51913.96,Wire,Full
P004529,INV04529,2026-05-30,16654.059999999998,Credit Card,Full
P004530,INV04530,2026-04-08,28390.02,Wire,Full
P004531,INV04531,2026-06-01,8068.66,Bank Transfer,Full
P004532,INV04532,2026-01-24,18414.559999999998,Wire,Full
P004533,INV04533,2025-02-26,29321.85,Bank Transfer,Partial
P004534,INV04534,2025-12-14,46841.05,Bank Transfer,Full
P004535,INV04535,2025-04-01,0.0,Credit Card,Failed
P004536,INV04536,2025-01-19,4609.65,Wire,Partial
P004537,INV04537,2025-08-03,15253.73,Credit Card,Full
P004538,INV04538,2025-01-02,3528.76,Wire,Partial
P004539,INV04539,2024-08-08,11473.36,Wire,Full
P004540,INV04540,2025-02-13,57994.04,Bank Transfer,Full
P004541,INV04541,2024-10-01,37669.28,Wire,Full
P004542,INV04542,2025-10-22,53648.350000000006,Credit Card,Full
P004543,INV04543,2024-12-25,0.0,Bank Transfer,Failed
P004544,INV04544,2026-03-29,13799.789999999999,Wire,Full
P004545,INV04545,2025-09-07,29887.35,Wire,Full
P004546,INV04546,2024-10-31,15875.09,Wire,Partial
P004547,INV04547,2024-06-23,53662.03,Bank Transfer,Full
P004548,INV04548,2024-09-15,39964.68,Bank Transfer,Full
P004549,INV04549,2024-11-23,22175.41,Wire,Partial
P004550,INV04550,2024-12-22,54886.01,Credit Card,Full
P004551,INV04551,2025-10-14,5826.5,Wire,Full
P004552,INV04552,2026-04-11,13833.48,Credit Card,Full
P004553,INV04553,2025-03-13,23119.6,Wire,Full
P004554,INV04554,2024-12-11,16560.2,Bank Transfer,Partial
P004555,INV04555,2025-08-26,13837.73,Wire,Partial
P004556,INV04556,2025-01-11,14491.88,Bank Transfer,Partial
P004557,INV04557,2026-01-03,11869.43,Bank Transfer,Full
P004558,INV04558,2026-02-19,23339.04,Bank Transfer,Full
P004559,INV04559,2025-10-21,0.0,Credit Card,Failed
P004560,INV04560,2025-06-09,36625.34,Credit Card,Full
P004561,INV04561,2026-04-13,34668.89,Credit Card,Full
P004562,INV04562,2026-04-24,41691.79,Wire,Full
P004563,INV04563,2025-12-02,46750.18,Wire,Full
P004564,INV04564,2024-10-15,23625.1,Credit Card,Full
P004565,INV04565,2026-02-19,18562.3,Wire,Full
P004566,INV04566,2024-11-29,0.0,Credit Card,Failed
P004567,INV04567,2025-11-03,26228.98,Wire,Partial
P004568,INV04568,2026-03-09,42789.85,Bank Transfer,Partial
P004569,INV04569,2024-10-25,38512.29,Bank Transfer,Full
P004570,INV04570,2025-01-18,27977.77,Bank Transfer,Full
P004571,INV04571,2025-03-10,17936.1,Credit Card,Full
P004572,INV04572,2026-04-23,5927.04,Wire,Partial
P004573,INV04573,2024-07-15,18013.17,Wire,Full
P004574,INV04574,2025-01-19,14123.6,Bank Transfer,Full
P004575,INV04575,2024-12-12,47029.78,Credit Card,Full
P004576,INV04576,2026-04-05,19563.39,Bank Transfer,Partial
P004577,INV04577,2026-05-14,54454.06,Bank Transfer,Full
P004578,INV04578,2025-11-24,34877.0,Credit Card,Full
P004579,INV04579,2025-03-20,54597.880000000005,Bank Transfer,Full
P004580,INV04580,2024-11-09,42304.05,Credit Card,Full
P004581,INV04581,2024-12-11,24827.870000000003,Credit Card,Full
P004582,INV04582,2025-12-05,51227.14,Bank Transfer,Full
P004583,INV04583,2025-01-03,24806.31,Wire,Full
P004584,INV04584,2025-06-10,9456.38,Credit Card,Partial
P004585,INV04585,2026-02-26,8063.73,Credit Card,Partial
P004586,INV04586,2025-01-19,23849.28,Wire,Full
P004587,INV04587,2025-11-29,0.0,Wire,Failed
P004588,INV04588,2026-05-27,0.0,Credit Card,Failed
P004589,INV04589,2025-01-19,30608.82,Wire,Partial
P004590,INV04590,2026-01-23,38105.06,Bank Transfer,Full
P004591,INV04591,2025-11-27,10481.0,Bank Transfer,Full
P004592,INV04592,2024-09-16,29225.68,Credit Card,Partial
P004593,INV04593,2025-10-16,32674.61,Bank Transfer,Full
P004594,INV04594,2025-12-27,35703.19,Wire,Full
P004595,INV04595,2025-10-14,18217.44,Credit Card,Full
P004596,INV04596,2025-02-11,36831.15,Bank Transfer,Full
P004597,INV04597,2026-01-29,24475.14,Credit Card,Partial
P004598,INV04598,2024-09-15,36789.63,Wire,Full
P004599,INV04599,2026-01-04,36603.350000000006,Wire,Full
P004600,INV04600,2024-10-30,31567.89,Credit Card,Full
P004601,INV04601,2024-12-19,39653.56,Bank Transfer,Partial
P004602,INV04602,2026-04-02,0.0,Wire,Failed
P004603,INV04603,2025-11-27,12758.880000000001,Bank Transfer,Full
P004604,INV04604,2025-07-07,32607.21,Wire,Full
P004605,INV04605,2024-10-26,13896.54,Credit Card,Full
P004606,INV04606,2025-05-29,26628.78,Wire,Full
P004607,INV04607,2025-02-16,11050.19,Bank Transfer,Full
P004608,INV04608,2026-07-04,44288.53,Wire,Full
P004609,INV04609,2024-08-04,28806.78,Bank Transfer,Full
P004610,INV04610,2025-02-13,25442.43,Wire,Full
P004611,INV04611,2025-05-19,21803.21,Credit Card,Full
P004612,INV04612,2024-08-16,9932.67,Bank Transfer,Full
P004613,INV04613,2025-10-15,17210.7,Bank Transfer,Full
P004614,INV04614,2025-03-04,27616.1,Wire,Full
P004615,INV04615,2024-11-09,10585.33,Bank Transfer,Full
P004616,INV04616,2024-09-20,13234.15,Bank Transfer,Full
P004617,INV04617,2026-01-03,36567.119999999995,Bank Transfer,Full
P004618,INV04618,2026-03-12,9971.4,Credit Card,Partial
P004619,INV04619,2024-08-09,17200.0,Credit Card,Partial
P004620,INV04620,2026-01-15,40990.31,Bank Transfer,Full
P004621,INV04621,2026-05-12,37614.240000000005,Wire,Full
P004622,INV04622,2024-09-16,48616.240000000005,Credit Card,Full
P004623,INV04623,2024-12-22,8630.380000000001,Credit Card,Full
P004624,INV04624,2025-03-26,30943.170000000002,Wire,Full
P004625,INV04625,2025-04-18,32018.469999999998,Bank Transfer,Full
P004626,INV04626,2025-01-27,28725.46,Wire,Full
P004627,INV04627,2026-04-13,12557.86,Bank Transfer,Full
P004628,INV04628,2025-09-14,29112.04,Bank Transfer,Full
P004629,INV04629,2026-02-04,0.0,Credit Card,Failed
P004630,INV04630,2025-08-31,54159.16,Wire,Full
P004631,INV04631,2026-02-18,6295.52,Bank Transfer,Partial
P004632,INV04632,2025-03-12,11847.29,Bank Transfer,Partial
P004633,INV04633,2024-12-25,13345.06,Credit Card,Partial
P004634,INV04634,2025-02-27,42085.08,Wire,Full
P004635,INV04635,2025-02-15,7557.74,Wire,Partial
P004636,INV04636,2024-07-17,15316.81,Bank Transfer,Partial
P004637,INV04637,2025-05-31,10045.26,Bank Transfer,Full
P004638,INV04638,2026-05-10,28052.34,Bank Transfer,Full
P004639,INV04639,2026-05-18,52146.45,Wire,Full
P004640,INV04640,2025-10-14,10314.89,Credit Card,Partial
P004641,INV04641,2025-08-17,33548.64,Wire,Full
P004642,INV04642,2025-06-11,29257.38,Wire,Full
P004643,INV04643,2026-03-03,36790.74,Wire,Full
P004644,INV04644,2025-04-02,45387.67,Wire,Full
P004645,INV04645,2026-01-27,29392.21,Credit Card,Partial
P004646,INV04646,2025-08-18,59989.06,Credit Card,Full
P004647,INV04647,2024-07-18,29481.79,Bank Transfer,Full
P004648,INV04648,2025-11-14,52184.03,Credit Card,Full
P004649,INV04649,2025-11-10,0.0,Bank Transfer,Failed
P004650,INV04650,2025-01-24,6552.52,Bank Transfer,Full
P004651,INV04651,2024-08-17,31461.41,Bank Transfer,Partial
P004652,INV04652,2024-12-29,37143.44,Credit Card,Full
P004653,INV04653,2025-01-10,19115.22,Credit Card,Full
P004654,INV04654,2024-11-08,39102.06,Credit Card,Full
P004655,INV04655,2025-02-06,47975.93,Credit Card,Full
P004656,INV04656,2025-11-29,26723.89,Wire,Full
P004657,INV04657,2025-09-12,19083.02,Wire,Full
P004658,INV04658,2025-09-13,58116.09,Bank Transfer,Full
P004659,INV04659,2025-08-19,39841.5,Wire,Full
P004660,INV04660,2026-02-11,51175.88,Wire,Full
P004661,INV04661,2026-03-28,34074.18,Wire,Full
P004662,INV04662,2024-10-24,22566.82,Credit Card,Partial
P004663,INV04663,2024-11-03,14258.400000000001,Wire,Full
P004664,INV04664,2025-09-10,14508.76,Credit Card,Partial
P004665,INV04665,2025-10-18,26508.89,Wire,Partial
P004666,INV04666,2024-08-05,0.0,Credit Card,Failed
P004667,INV04667,2025-11-18,16583.510000000002,Wire,Full
P004668,INV04668,2025-12-19,19408.46,Wire,Partial
P004669,INV04669,2026-03-03,40799.76,Credit Card,Full
P004670,INV04670,2026-03-11,20270.32,Wire,Full
P004671,INV04671,2024-09-10,7403.88,Bank Transfer,Partial
P004672,INV04672,2024-12-23,45022.93,Wire,Full
P004673,INV04673,2025-10-27,37769.31,Credit Card,Full
P004674,INV04674,2024-07-21,19641.2,Bank Transfer,Partial
P004675,INV04675,2025-12-23,27135.23,Bank Transfer,Full
P004676,INV04676,2025-01-18,16218.64,Credit Card,Partial
P004677,INV04677,2026-03-07,14164.19,Credit Card,Partial
P004678,INV04678,2025-05-17,34731.78,Wire,Full
P004679,INV04679,2026-07-15,25046.67,Bank Transfer,Full
P004680,INV04680,2025-08-26,39008.83,Bank Transfer,Full
P004681,INV04681,2025-12-17,54402.45,Credit Card,Full
P004682,INV04682,2024-11-02,0.0,Bank Transfer,Failed
P004683,INV04683,2025-01-26,23576.11,Bank Transfer,Full
P004684,INV04684,2024-11-11,0.0,Wire,Failed
P004685,INV04685,2025-12-02,21082.0,Credit Card,Full
P004686,INV04686,2025-09-23,29079.93,Credit Card,Full
P004687,INV04687,2025-01-14,18979.170000000002,Wire,Full
P004688,INV04688,2025-08-11,50022.94,Bank Transfer,Full
P004689,INV04689,2024-11-28,0.0,Bank Transfer,Failed
P004690,INV04690,2026-05-07,51229.47,Credit Card,Full
P004691,INV04691,2026-05-09,13820.32,Wire,Full
P004692,INV04692,2025-02-04,17675.06,Wire,Partial
P004693,INV04693,2025-06-03,45176.56,Wire,Full
P004694,INV04694,2024-11-08,53428.049999999996,Bank Transfer,Full
P004695,INV04695,2025-03-03,35778.6,Bank Transfer,Full
P004696,INV04696,2025-06-07,38070.24,Wire,Full
P004697,INV04697,2026-05-13,0.0,Wire,Failed
P004698,INV04698,2026-02-17,8057.37,Bank Transfer,Full
P004699,INV04699,2026-02-16,37957.57,Credit Card,Full
P004700,INV04700,2024-10-16,23341.04,Bank Transfer,Full
P004701,INV04701,2025-07-24,47052.979999999996,Credit Card,Full
P004702,INV04702,2025-02-09,0.0,Bank Transfer,Failed
P004703,INV04703,2025-08-23,42124.51,Credit Card,Partial
P004704,INV04704,2025-11-30,35580.24,Wire,Full
P004705,INV04705,2026-06-26,31632.59,Wire,Full
P004706,INV04706,2024-08-17,42720.51,Bank Transfer,Full
P004707,INV04707,2024-12-16,44188.75,Bank Transfer,Full
P004708,INV04708,2026-04-11,23229.82,Credit Card,Full
P004709,INV04709,2025-11-11,18293.94,Bank Transfer,Full
P004710,INV04710,2024-09-03,51638.32,Credit Card,Full
P004711,INV04711,2025-01-12,47884.07,Wire,Full
P004712,INV04712,2025-08-08,47827.21000000001,Credit Card,Full
P004713,INV04713,2024-06-18,17732.17,Credit Card,Partial
P004714,INV04714,2026-02-23,46744.7,Credit Card,Full
P004715,INV04715,2025-12-19,36193.46,Bank Transfer,Full
