claim_id,shipment_id,claim_amount,claim_reason,claim_status
CL02388,S095549,1779,Damage,Open
CL02389,S085825,8337,Customs Issue,Open
CL02390,S003461,8968,Lost Container,Open
CL02391,S060284,14254,Customs Issue,Under Review
CL02392,S044841,8603,Lost Container,Under Review
CL02393,S052903,5414,Late Delivery,Closed
CL02394,S011751,6778,Late Delivery,Closed
CL02395,S045130,13591,Damage,Open
CL02396,S092559,8142,Lost Container,Closed
CL02397,S069086,14611,Customs Issue,Open
CL02398,S064471,3711,Late Delivery,Closed
CL02399,S052977,14218,Late Delivery,Open
CL02400,S068974,7005,Late Delivery,Open
CL02401,S080956,11164,Customs Issue,Under Review
CL02402,S041662,7700,Late Delivery,Under Review
CL02403,S060990,3939,Damage,Open
CL02404,S053169,7251,Late Delivery,Under Review
CL02405,S080012,12147,Late Delivery,Open
CL02406,S019537,3647,Lost Container,Open
CL02407,S046923,11667,Customs Issue,Closed
CL02408,S058561,12743,Late Delivery,Open
CL02409,S074361,8630,Lost Container,Open
CL02410,S071767,697,Damage,Under Review
CL02411,S067577,3550,Customs Issue,Open
CL02412,S034481,11729,Damage,Closed
CL02413,S036612,1687,Customs Issue,Open
CL02414,S000584,7495,Lost Container,Under Review
CL02415,S035791,11781,Damage,Under Review
CL02416,S001386,2024,Late Delivery,Open
CL02417,S099441,937,Late Delivery,Open
CL02418,S063821,1489,Late Delivery,Closed
CL02419,S098503,13377,Late Delivery,Open
CL02420,S075250,6634,Customs Issue,Open
CL02421,S007313,11869,Lost Container,Under Review
CL02422,S015295,5154,Damage,Open
CL02423,S058616,5197,Late Delivery,Closed
CL02424,S078455,13405,Damage,Closed
CL02425,S069953,7117,Late Delivery,Under Review
CL02426,S050736,11540,Customs Issue,Closed
CL02427,S027585,3921,Lost Container,Open
CL02428,S054562,11744,Lost Container,Open
CL02429,S061946,6444,Customs Issue,Under Review
CL02430,S069752,13890,Late Delivery,Closed
CL02431,S096215,8401,Damage,Closed
CL02432,S014302,12153,Late Delivery,Open
CL02433,S048439,6347,Damage,Under Review
CL02434,S088489,10493,Damage,Closed
CL02435,S064386,5228,Lost Container,Closed
CL02436,S007762,7381,Damage,Under Review
CL02437,S067512,13070,Customs Issue,Open
CL02438,S086231,5883,Lost Container,Closed
CL02439,S051441,4255,Lost Container,Open
CL02440,S037906,5048,Customs Issue,Closed
CL02441,S016679,5753,Damage,Closed
CL02442,S044676,2151,Damage,Open
CL02443,S026781,14832,Customs Issue,Under Review
CL02444,S080969,1120,Lost Container,Under Review
CL02445,S068318,8189,Damage,Open
CL02446,S083167,7250,Damage,Closed
CL02447,S059534,13593,Damage,Open
CL02448,S007418,12985,Late Delivery,Closed
CL02449,S091769,9695,Late Delivery,Open
CL02450,S076912,14434,Lost Container,Under Review
CL02451,S097351,9496,Lost Container,Open
CL02452,S056439,8143,Damage,Closed
CL02453,S016806,12020,Late Delivery,Under Review
CL02454,S089505,4691,Customs Issue,Closed
CL02455,S023935,8573,Customs Issue,Closed
CL02456,S096584,2203,Damage,Closed
CL02457,S076289,8473,Customs Issue,Open
CL02458,S030193,1750,Lost Container,Closed
CL02459,S056012,1876,Late Delivery,Closed
CL02460,S011308,5239,Customs Issue,Under Review
CL02461,S033834,6956,Damage,Open
CL02462,S087788,14861,Lost Container,Under Review
CL02463,S004185,11358,Damage,Under Review
CL02464,S066357,1606,Customs Issue,Under Review
CL02465,S097011,4616,Late Delivery,Closed
CL02466,S098665,5129,Damage,Closed
CL02467,S016305,7883,Damage,Closed
CL02468,S068456,1787,Damage,Under Review
CL02469,S029024,10805,Lost Container,Open
CL02470,S040508,8210,Damage,Closed
CL02471,S023215,14207,Lost Container,Open
CL02472,S010207,9763,Late Delivery,Under Review
CL02473,S073300,3976,Lost Container,Open
CL02474,S050575,1502,Customs Issue,Under Review
CL02475,S079195,582,Customs Issue,Closed
CL02476,S008231,10088,Late Delivery,Closed
CL02477,S068898,7087,Damage,Closed
CL02478,S071569,10673,Damage,Under Review
CL02479,S088394,6303,Damage,Open
CL02480,S045573,12399,Customs Issue,Under Review
CL02481,S080546,12068,Customs Issue,Open
CL02482,S044215,10305,Late Delivery,Under Review
CL02483,S055563,11691,Lost Container,Under Review
CL02484,S094155,1988,Customs Issue,Under Review
CL02485,S096426,1077,Damage,Closed
CL02486,S064226,11928,Late Delivery,Under Review
CL02487,S089544,4060,Damage,Under Review
CL02488,S042860,2935,Customs Issue,Closed
CL02489,S002979,12195,Damage,Closed
CL02490,S093651,897,Late Delivery,Open
CL02491,S079348,7814,Damage,Under Review
CL02492,S020506,5311,Late Delivery,Under Review
CL02493,S084319,11650,Damage,Closed
CL02494,S006264,14858,Lost Container,Open
CL02495,S079270,13064,Lost Container,Open
CL02496,S041040,7904,Customs Issue,Closed
CL02497,S059089,9457,Lost Container,Open
CL02498,S003185,1247,Customs Issue,Under Review
CL02499,S023518,7462,Damage,Closed
CL02500,S020576,9075,Customs Issue,Under Review
CL02501,S061676,2567,Late Delivery,Closed
CL02502,S051017,942,Damage,Open
CL02503,S096576,14736,Late Delivery,Under Review
CL02504,S035443,5653,Damage,Under Review
CL02505,S059963,7963,Damage,Open
CL02506,S068784,12378,Lost Container,Closed
CL02507,S079647,11435,Customs Issue,Under Review
CL02508,S079959,5153,Damage,Open
CL02509,S008811,2022,Customs Issue,Open
CL02510,S045623,9465,Late Delivery,Under Review
CL02511,S022091,12834,Damage,Closed
CL02512,S064880,14996,Damage,Under Review
CL02513,S062998,14995,Damage,Closed
CL02514,S002109,13784,Damage,Closed
CL02515,S092047,1212,Customs Issue,Open
CL02516,S068416,13845,Lost Container,Open
CL02517,S035157,14831,Customs Issue,Under Review
CL02518,S050248,11175,Lost Container,Under Review
CL02519,S034154,4935,Customs Issue,Open
CL02520,S078863,6553,Customs Issue,Under Review
CL02521,S062918,8513,Customs Issue,Under Review
CL02522,S069464,11624,Customs Issue,Under Review
CL02523,S009845,5224,Lost Container,Open
CL02524,S073064,1061,Late Delivery,Under Review
CL02525,S095524,2044,Lost Container,Closed
CL02526,S011794,9137,Customs Issue,Under Review
CL02527,S099166,2006,Customs Issue,Closed
CL02528,S033723,5325,Damage,Closed
CL02529,S092444,1980,Customs Issue,Closed
CL02530,S022884,14697,Late Delivery,Open
CL02531,S098369,5844,Late Delivery,Under Review
CL02532,S039546,8865,Lost Container,Under Review
CL02533,S076004,9559,Late Delivery,Under Review
CL02534,S011058,4133,Lost Container,Open
CL02535,S053932,12723,Lost Container,Open
CL02536,S040733,12422,Late Delivery,Open
CL02537,S016277,13947,Lost Container,Open
CL02538,S026546,12612,Late Delivery,Open
CL02539,S086001,11843,Customs Issue,Under Review
CL02540,S056261,2112,Customs Issue,Closed
CL02541,S012132,1030,Lost Container,Closed
CL02542,S087856,4978,Damage,Under Review
CL02543,S074762,12453,Late Delivery,Open
CL02544,S080466,2305,Late Delivery,Under Review
CL02545,S064760,8581,Lost Container,Open
CL02546,S095515,3122,Late Delivery,Under Review
CL02547,S093630,10888,Customs Issue,Open
CL02548,S088628,1222,Customs Issue,Closed
CL02549,S093126,10990,Late Delivery,Closed
CL02550,S095193,6911,Damage,Under Review
CL02551,S043155,12995,Customs Issue,Under Review
CL02552,S053201,8351,Lost Container,Under Review
CL02553,S016310,12496,Late Delivery,Closed
CL02554,S062827,9585,Customs Issue,Open
CL02555,S051144,12294,Damage,Open
CL02556,S091972,9510,Customs Issue,Under Review
CL02557,S057083,557,Customs Issue,Under Review
CL02558,S039495,13844,Lost Container,Under Review
CL02559,S032326,10123,Damage,Under Review
CL02560,S087653,2333,Damage,Closed
CL02561,S065056,2970,Lost Container,Under Review
CL02562,S098518,7500,Customs Issue,Under Review
CL02563,S027825,3768,Lost Container,Closed
CL02564,S092627,12216,Customs Issue,Open
CL02565,S085592,3467,Late Delivery,Under Review
CL02566,S039791,6898,Damage,Open
CL02567,S034012,13768,Late Delivery,Under Review
CL02568,S066860,13921,Lost Container,Closed
CL02569,S041117,3493,Lost Container,Open
CL02570,S023486,4746,Lost Container,Closed
CL02571,S094321,10415,Damage,Open
CL02572,S050428,7293,Damage,Under Review
CL02573,S006311,2130,Damage,Under Review
CL02574,S016177,5107,Damage,Open
CL02575,S085491,2342,Damage,Closed
CL02576,S023606,6147,Customs Issue,Under Review
CL02577,S091686,5991,Late Delivery,Open
CL02578,S037756,3537,Lost Container,Under Review
CL02579,S081137,10645,Lost Container,Closed
CL02580,S097762,8792,Damage,Open
CL02581,S037666,5013,Lost Container,Closed
CL02582,S017675,10920,Lost Container,Open
CL02583,S077896,10038,Lost Container,Closed
CL02584,S042595,1130,Customs Issue,Closed
CL02585,S060449,5588,Damage,Open
CL02586,S071106,2492,Late Delivery,Closed
CL02587,S078540,7343,Late Delivery,Open
CL02588,S073517,10884,Damage,Open
CL02589,S084375,14681,Damage,Closed
CL02590,S097361,3733,Late Delivery,Closed
CL02591,S097823,9293,Damage,Under Review
CL02592,S028430,11743,Late Delivery,Closed
CL02593,S016346,622,Damage,Under Review
CL02594,S005150,9142,Late Delivery,Under Review
CL02595,S093441,5342,Lost Container,Under Review
CL02596,S062788,5146,Damage,Open
CL02597,S073576,9406,Lost Container,Closed
CL02598,S019550,4298,Lost Container,Closed
CL02599,S033759,9324,Customs Issue,Under Review
CL02600,S047172,5254,Customs Issue,Under Review
CL02601,S063132,3801,Lost Container,Open
CL02602,S038673,12447,Lost Container,Under Review
CL02603,S026093,14323,Damage,Open
CL02604,S096544,14804,Late Delivery,Open
CL02605,S021330,4312,Late Delivery,Under Review
CL02606,S006881,11459,Lost Container,Closed
CL02607,S066201,14085,Customs Issue,Open
CL02608,S085203,1969,Damage,Closed
CL02609,S018027,14669,Customs Issue,Closed
CL02610,S056930,12301,Lost Container,Closed
CL02611,S028967,3859,Late Delivery,Closed
CL02612,S042738,1749,Late Delivery,Under Review
CL02613,S028303,7634,Late Delivery,Under Review
CL02614,S078341,11911,Late Delivery,Under Review
CL02615,S040233,1605,Damage,Under Review
CL02616,S062550,7877,Customs Issue,Under Review
CL02617,S051638,1267,Lost Container,Open
CL02618,S060818,11296,Damage,Open
CL02619,S025524,3954,Lost Container,Open
CL02620,S068913,9196,Damage,Closed
CL02621,S070439,3759,Late Delivery,Under Review
CL02622,S034552,7641,Damage,Open
CL02623,S071997,8615,Damage,Under Review
CL02624,S076023,7058,Lost Container,Closed
CL02625,S081057,10664,Late Delivery,Under Review
CL02626,S017408,5793,Damage,Closed
CL02627,S078773,8570,Lost Container,Open
CL02628,S028250,6146,Lost Container,Open
CL02629,S063432,6314,Customs Issue,Under Review
CL02630,S076980,12192,Damage,Under Review
CL02631,S060358,13110,Late Delivery,Closed
CL02632,S010721,10785,Late Delivery,Under Review
CL02633,S047328,5832,Lost Container,Under Review
CL02634,S010629,3825,Late Delivery,Open
CL02635,S038071,13414,Damage,Open
CL02636,S072219,13362,Late Delivery,Open
CL02637,S014546,11428,Damage,Open
CL02638,S024635,14129,Damage,Open
CL02639,S054860,12187,Customs Issue,Closed
CL02640,S037419,5013,Customs Issue,Closed
CL02641,S080158,11579,Customs Issue,Closed
CL02642,S058931,2084,Late Delivery,Open
CL02643,S071212,4589,Customs Issue,Under Review
CL02644,S063524,3949,Damage,Open
CL02645,S078645,6254,Customs Issue,Under Review
CL02646,S074469,12856,Late Delivery,Closed
CL02647,S098882,11421,Lost Container,Under Review
CL02648,S092978,11512,Late Delivery,Closed
CL02649,S037124,4614,Lost Container,Closed
CL02650,S032849,10157,Lost Container,Open
CL02651,S083002,6699,Damage,Open
CL02652,S052380,976,Lost Container,Closed
CL02653,S040776,9972,Customs Issue,Open
CL02654,S086154,11448,Lost Container,Closed
CL02655,S088351,3289,Lost Container,Open
CL02656,S013932,13886,Damage,Under Review
CL02657,S017688,2145,Late Delivery,Open
CL02658,S062792,11141,Customs Issue,Closed
CL02659,S031118,1521,Customs Issue,Closed
CL02660,S039002,2607,Lost Container,Open
CL02661,S048863,10487,Lost Container,Open
CL02662,S069262,10715,Customs Issue,Under Review
CL02663,S016940,13928,Lost Container,Open
CL02664,S091742,1538,Lost Container,Closed
CL02665,S082832,10700,Lost Container,Under Review
CL02666,S075873,11618,Customs Issue,Open
CL02667,S082618,12782,Late Delivery,Closed
CL02668,S018248,11529,Damage,Closed
CL02669,S076772,12443,Damage,Under Review
CL02670,S086919,10414,Customs Issue,Open
CL02671,S035296,9385,Damage,Closed
CL02672,S021814,7819,Damage,Closed
CL02673,S004335,2959,Lost Container,Open
CL02674,S053960,3773,Customs Issue,Closed
CL02675,S027038,4551,Lost Container,Open
CL02676,S005289,5691,Late Delivery,Under Review
CL02677,S084721,891,Customs Issue,Open
CL02678,S075207,2822,Lost Container,Closed
CL02679,S045709,4157,Damage,Open
CL02680,S099980,13718,Damage,Closed
CL02681,S026311,12292,Customs Issue,Under Review
CL02682,S052450,2996,Late Delivery,Under Review
CL02683,S029288,1481,Lost Container,Under Review
CL02684,S071475,6597,Late Delivery,Closed
CL02685,S038199,6310,Damage,Open
CL02686,S028593,4883,Damage,Open
CL02687,S057737,9832,Late Delivery,Under Review
CL02688,S043794,4155,Lost Container,Open
CL02689,S031053,1766,Damage,Open
CL02690,S054145,14030,Customs Issue,Closed
CL02691,S035950,12322,Damage,Closed
CL02692,S055787,12550,Customs Issue,Open
CL02693,S079870,12536,Lost Container,Open
CL02694,S078916,11416,Customs Issue,Open
CL02695,S072257,2253,Lost Container,Under Review
CL02696,S004408,5145,Damage,Under Review
CL02697,S044687,980,Late Delivery,Open
CL02698,S097144,11847,Late Delivery,Under Review
CL02699,S074035,10925,Late Delivery,Closed
CL02700,S011716,3327,Lost Container,Under Review
CL02701,S089985,12346,Late Delivery,Closed
CL02702,S007725,3802,Damage,Under Review
CL02703,S062249,5856,Lost Container,Closed
CL02704,S042824,9509,Late Delivery,Under Review
CL02705,S008027,859,Late Delivery,Open
CL02706,S038957,7411,Late Delivery,Closed
CL02707,S057319,11689,Late Delivery,Open
CL02708,S078684,5853,Late Delivery,Under Review
CL02709,S053257,1054,Lost Container,Open
CL02710,S020919,2645,Late Delivery,Open
CL02711,S006781,8657,Customs Issue,Open
CL02712,S019162,3167,Damage,Closed
CL02713,S008058,9984,Late Delivery,Under Review
CL02714,S093356,10038,Late Delivery,Under Review
CL02715,S052152,11581,Lost Container,Closed
CL02716,S021889,5525,Lost Container,Open
CL02717,S049357,5549,Late Delivery,Closed
CL02718,S028768,4705,Lost Container,Closed
CL02719,S076982,5822,Late Delivery,Closed
CL02720,S050495,14727,Late Delivery,Open
CL02721,S056660,3749,Lost Container,Open
CL02722,S076393,9015,Customs Issue,Under Review
CL02723,S004078,13260,Lost Container,Closed
CL02724,S029298,10312,Damage,Open
CL02725,S025774,9372,Customs Issue,Under Review
CL02726,S016752,2426,Late Delivery,Open
CL02727,S063830,14290,Late Delivery,Closed
CL02728,S044771,2642,Customs Issue,Under Review
CL02729,S063152,2535,Damage,Closed
CL02730,S006392,4333,Customs Issue,Under Review
CL02731,S011515,4693,Late Delivery,Under Review
CL02732,S035092,13653,Customs Issue,Under Review
CL02733,S050420,8093,Lost Container,Closed
CL02734,S033195,14260,Customs Issue,Under Review
CL02735,S016278,3077,Damage,Open
CL02736,S072512,4752,Lost Container,Open
CL02737,S091614,6916,Late Delivery,Open
CL02738,S045255,11558,Late Delivery,Under Review
CL02739,S055029,12719,Customs Issue,Under Review
CL02740,S039528,5027,Customs Issue,Open
CL02741,S074231,7218,Customs Issue,Under Review
CL02742,S075378,13425,Damage,Under Review
CL02743,S032422,3462,Damage,Under Review
CL02744,S030654,13897,Lost Container,Under Review
CL02745,S078052,1309,Lost Container,Under Review
CL02746,S054107,2790,Damage,Open
CL02747,S034432,10132,Lost Container,Closed
CL02748,S098377,10668,Lost Container,Open
CL02749,S028064,832,Lost Container,Closed
CL02750,S033632,2602,Late Delivery,Under Review
CL02751,S021262,2885,Damage,Open
CL02752,S014122,6076,Late Delivery,Closed
CL02753,S027431,1483,Late Delivery,Closed
CL02754,S045221,5755,Customs Issue,Under Review
CL02755,S049304,7422,Customs Issue,Under Review
CL02756,S029094,4827,Damage,Closed
CL02757,S023225,7730,Late Delivery,Open
CL02758,S006483,3942,Lost Container,Open
CL02759,S088972,9222,Late Delivery,Closed
CL02760,S095455,2794,Customs Issue,Closed
CL02761,S032548,12309,Damage,Under Review
CL02762,S059425,9323,Lost Container,Closed
CL02763,S065775,7369,Lost Container,Closed
CL02764,S093609,11956,Late Delivery,Open
CL02765,S032294,8583,Late Delivery,Open
CL02766,S055925,9886,Customs Issue,Closed
CL02767,S068457,2948,Damage,Closed
CL02768,S064900,6624,Customs Issue,Under Review
CL02769,S037058,12159,Lost Container,Open
CL02770,S056437,1081,Damage,Under Review
CL02771,S093893,5660,Customs Issue,Closed
CL02772,S060819,12272,Damage,Closed
CL02773,S024776,10036,Lost Container,Open
CL02774,S048885,9016,Late Delivery,Open
CL02775,S019330,4536,Lost Container,Open
CL02776,S020067,13557,Damage,Open
CL02777,S024581,10022,Lost Container,Closed
CL02778,S089438,9397,Damage,Open
CL02779,S084875,7674,Customs Issue,Under Review
CL02780,S071114,7670,Late Delivery,Under Review
CL02781,S076228,10724,Customs Issue,Open
CL02782,S055410,10950,Lost Container,Closed
CL02783,S078348,1992,Lost Container,Open
CL02784,S022414,12322,Lost Container,Open
CL02785,S063656,6559,Customs Issue,Under Review
CL02786,S096271,2894,Late Delivery,Open
CL02787,S059964,12410,Lost Container,Closed
CL02788,S031143,3975,Customs Issue,Open
CL02789,S034428,2452,Late Delivery,Closed
CL02790,S026737,8560,Damage,Closed
CL02791,S076402,13312,Customs Issue,Under Review
CL02792,S041692,6949,Customs Issue,Closed
CL02793,S009482,14778,Late Delivery,Closed
CL02794,S076743,13763,Damage,Closed
CL02795,S077628,11778,Customs Issue,Open
CL02796,S091943,4981,Damage,Under Review
CL02797,S020545,4009,Customs Issue,Closed
CL02798,S002549,7738,Late Delivery,Under Review
CL02799,S077283,14276,Customs Issue,Open
CL02800,S000324,6568,Lost Container,Closed
CL02801,S040228,10689,Damage,Under Review
CL02802,S083057,1593,Damage,Open
CL02803,S044380,5706,Late Delivery,Under Review
CL02804,S081588,12451,Lost Container,Open
CL02805,S057698,9054,Customs Issue,Closed
CL02806,S008810,6780,Late Delivery,Under Review
CL02807,S021328,13127,Lost Container,Closed
CL02808,S095103,9132,Late Delivery,Under Review
CL02809,S057413,8158,Lost Container,Closed
CL02810,S001926,2032,Customs Issue,Under Review
CL02811,S001734,7303,Lost Container,Under Review
CL02812,S094980,12753,Late Delivery,Open
CL02813,S083235,11934,Damage,Open
CL02814,S007564,6686,Customs Issue,Closed
CL02815,S095943,11861,Customs Issue,Under Review
CL02816,S076671,14529,Lost Container,Closed
CL02817,S080243,3541,Lost Container,Open
CL02818,S018017,9089,Customs Issue,Under Review
CL02819,S040702,987,Damage,Under Review
CL02820,S089611,12056,Customs Issue,Under Review
CL02821,S061556,3789,Damage,Open
CL02822,S085674,7875,Damage,Open
CL02823,S017867,4889,Late Delivery,Open
CL02824,S044125,3242,Lost Container,Closed
CL02825,S086917,7737,Damage,Closed
CL02826,S043775,10897,Customs Issue,Closed
CL02827,S069879,5291,Customs Issue,Open
CL02828,S009237,10156,Lost Container,Open
CL02829,S092562,8378,Lost Container,Open
CL02830,S024586,4991,Late Delivery,Closed
CL02831,S081933,12034,Damage,Closed
CL02832,S088980,1709,Customs Issue,Open
CL02833,S090840,1705,Customs Issue,Open
CL02834,S017670,10596,Lost Container,Under Review
CL02835,S066509,9187,Customs Issue,Under Review
CL02836,S068281,8281,Lost Container,Open
CL02837,S059489,3226,Lost Container,Under Review
CL02838,S065704,4875,Late Delivery,Under Review
CL02839,S089162,550,Lost Container,Closed
CL02840,S042430,9263,Damage,Under Review
CL02841,S099425,4166,Late Delivery,Closed
CL02842,S032803,8040,Damage,Open
CL02843,S008197,14728,Customs Issue,Closed
CL02844,S002357,9969,Damage,Closed
CL02845,S087870,13897,Late Delivery,Open
CL02846,S085294,12827,Damage,Under Review
CL02847,S049058,6089,Customs Issue,Under Review
CL02848,S055755,8587,Lost Container,Open
CL02849,S067076,13337,Lost Container,Closed
CL02850,S020199,13574,Customs Issue,Open
CL02851,S000578,9558,Late Delivery,Open
CL02852,S042932,12156,Damage,Closed
CL02853,S080413,12554,Damage,Open
CL02854,S033408,10673,Lost Container,Open
CL02855,S048754,7763,Lost Container,Under Review
CL02856,S005417,5783,Late Delivery,Under Review
CL02857,S096042,13826,Customs Issue,Closed
CL02858,S070207,521,Customs Issue,Open
CL02859,S087794,7639,Damage,Open
CL02860,S036616,6943,Lost Container,Open
CL02861,S013657,9202,Customs Issue,Open
CL02862,S013813,11465,Customs Issue,Open
CL02863,S049812,11817,Late Delivery,Closed
CL02864,S022198,8876,Late Delivery,Under Review
CL02865,S069837,7876,Lost Container,Open
CL02866,S091679,3188,Late Delivery,Open
CL02867,S092266,3143,Damage,Under Review
CL02868,S069486,9041,Lost Container,Open
CL02869,S067530,4902,Damage,Under Review
CL02870,S054465,13361,Lost Container,Open
CL02871,S058162,7266,Lost Container,Under Review
CL02872,S069179,1776,Late Delivery,Open
CL02873,S032857,9889,Damage,Under Review
CL02874,S063057,14964,Customs Issue,Open
CL02875,S095540,4350,Customs Issue,Open
CL02876,S063037,13739,Lost Container,Under Review
CL02877,S061104,3394,Customs Issue,Under Review
CL02878,S046523,8610,Late Delivery,Closed
CL02879,S028115,6744,Customs Issue,Under Review
CL02880,S001552,5907,Late Delivery,Closed
CL02881,S095307,10213,Customs Issue,Closed
CL02882,S026296,2822,Late Delivery,Open
CL02883,S019309,8429,Customs Issue,Closed
CL02884,S079237,1018,Damage,Under Review
CL02885,S048897,1951,Late Delivery,Open
CL02886,S065323,10215,Late Delivery,Open
CL02887,S086481,14402,Customs Issue,Under Review
CL02888,S064076,12879,Damage,Closed
CL02889,S056375,1712,Late Delivery,Closed
CL02890,S031759,5170,Damage,Open
CL02891,S010634,5562,Lost Container,Under Review
CL02892,S070643,9371,Customs Issue,Under Review
CL02893,S097244,12104,Lost Container,Open
CL02894,S078379,12622,Lost Container,Under Review
CL02895,S030066,3993,Damage,Closed
CL02896,S006224,1632,Damage,Closed
CL02897,S009373,6115,Customs Issue,Closed
CL02898,S068161,14891,Customs Issue,Open
CL02899,S015062,5574,Lost Container,Under Review
CL02900,S050744,9788,Customs Issue,Closed
CL02901,S090027,14662,Lost Container,Closed
CL02902,S064637,6500,Late Delivery,Open
CL02903,S032520,13217,Customs Issue,Under Review
CL02904,S088831,2768,Damage,Open
CL02905,S018437,8208,Customs Issue,Open
CL02906,S037473,10385,Customs Issue,Open
CL02907,S003581,13929,Customs Issue,Open
CL02908,S020196,4330,Damage,Under Review
CL02909,S047878,5788,Customs Issue,Closed
CL02910,S053724,2174,Lost Container,Closed
CL02911,S097316,4967,Damage,Closed
CL02912,S053632,7524,Late Delivery,Closed
CL02913,S030782,6511,Late Delivery,Closed
CL02914,S021362,8653,Late Delivery,Open
CL02915,S031221,10655,Customs Issue,Open
CL02916,S092005,3229,Late Delivery,Closed
CL02917,S061209,14753,Damage,Closed
CL02918,S056104,7382,Late Delivery,Open
CL02919,S059245,12073,Customs Issue,Closed
CL02920,S058730,4012,Late Delivery,Under Review
CL02921,S083713,4571,Customs Issue,Open
CL02922,S015061,9168,Late Delivery,Under Review
CL02923,S096791,8076,Late Delivery,Under Review
CL02924,S050698,10001,Late Delivery,Open
CL02925,S027822,8450,Late Delivery,Under Review
CL02926,S049383,4109,Customs Issue,Open
CL02927,S057788,4466,Customs Issue,Open
CL02928,S051184,7788,Damage,Closed
CL02929,S058517,4297,Late Delivery,Open
CL02930,S058004,14625,Lost Container,Closed
CL02931,S026897,5271,Lost Container,Closed
CL02932,S045086,2127,Late Delivery,Open
CL02933,S064823,7564,Customs Issue,Open
CL02934,S018272,11131,Late Delivery,Open
CL02935,S087242,13815,Lost Container,Closed
CL02936,S014431,11316,Lost Container,Open
CL02937,S009668,12015,Lost Container,Open
CL02938,S094532,7468,Late Delivery,Under Review
CL02939,S002155,4196,Customs Issue,Open
CL02940,S022580,2998,Damage,Under Review
CL02941,S081566,4002,Late Delivery,Under Review
CL02942,S021201,9729,Damage,Under Review
CL02943,S081607,4145,Customs Issue,Closed
CL02944,S019430,10025,Late Delivery,Closed
CL02945,S052103,7561,Late Delivery,Under Review
CL02946,S043583,11854,Damage,Open
CL02947,S055825,14081,Customs Issue,Under Review
CL02948,S027687,2534,Damage,Closed
CL02949,S074994,13930,Damage,Open
CL02950,S009853,13219,Customs Issue,Open
CL02951,S095228,8940,Lost Container,Closed
CL02952,S067004,8327,Lost Container,Open
CL02953,S034700,9397,Lost Container,Open
CL02954,S067348,7291,Lost Container,Under Review
CL02955,S056450,672,Lost Container,Under Review
CL02956,S048239,4695,Customs Issue,Under Review
CL02957,S043685,7735,Customs Issue,Under Review
CL02958,S007194,3495,Lost Container,Closed
CL02959,S055197,7589,Damage,Closed
CL02960,S023759,945,Damage,Open
CL02961,S059085,1543,Late Delivery,Under Review
CL02962,S053521,2937,Damage,Open
CL02963,S031607,3699,Damage,Under Review
CL02964,S050487,1987,Customs Issue,Under Review
CL02965,S026334,11689,Customs Issue,Under Review
CL02966,S065639,4060,Lost Container,Open
CL02967,S050796,889,Customs Issue,Closed
CL02968,S001385,4699,Late Delivery,Open
CL02969,S096639,12943,Lost Container,Open
CL02970,S021947,14113,Damage,Open
CL02971,S015992,2697,Late Delivery,Under Review
CL02972,S028031,1045,Customs Issue,Closed
CL02973,S096075,2941,Late Delivery,Under Review
CL02974,S018397,9457,Customs Issue,Closed
CL02975,S081041,8733,Damage,Open
CL02976,S042612,6633,Damage,Open
CL02977,S076112,9067,Lost Container,Open
CL02978,S033584,1757,Customs Issue,Closed
CL02979,S056882,7045,Late Delivery,Under Review
CL02980,S083863,7211,Customs Issue,Under Review
CL02981,S046877,13070,Damage,Closed
CL02982,S098949,9171,Customs Issue,Closed
CL02983,S036331,8907,Late Delivery,Open
CL02984,S010276,14751,Damage,Closed
CL02985,S053741,7033,Customs Issue,Under Review
CL02986,S087008,8741,Lost Container,Closed
CL02987,S060544,12250,Damage,Under Review
CL02988,S042817,7770,Lost Container,Closed
CL02989,S019731,12741,Lost Container,Closed
CL02990,S069550,6240,Late Delivery,Closed
CL02991,S043026,5796,Customs Issue,Under Review
CL02992,S027420,13259,Late Delivery,Open
CL02993,S083227,13485,Lost Container,Closed
CL02994,S027517,13386,Lost Container,Closed
CL02995,S049550,9819,Lost Container,Under Review
CL02996,S013904,14678,Customs Issue,Closed
CL02997,S004424,5432,Lost Container,Under Review
CL02998,S092967,11008,Damage,Under Review
CL02999,S090153,14994,Late Delivery,Open
CL03000,S055548,14591,Lost Container,Open
CL03001,S077223,13439,Lost Container,Closed
CL03002,S087602,5151,Customs Issue,Closed
CL03003,S008352,4798,Lost Container,Open
CL03004,S040471,10580,Damage,Closed
CL03005,S054797,5112,Late Delivery,Open
CL03006,S020079,10676,Late Delivery,Closed
CL03007,S041910,4472,Damage,Closed
CL03008,S012184,2075,Customs Issue,Closed
CL03009,S002049,11836,Customs Issue,Closed
CL03010,S048516,5963,Late Delivery,Closed
CL03011,S077104,12076,Damage,Open
CL03012,S097452,13457,Customs Issue,Under Review
CL03013,S094402,11234,Late Delivery,Closed
CL03014,S013962,4518,Late Delivery,Under Review
CL03015,S069603,12739,Late Delivery,Closed
CL03016,S095749,2155,Customs Issue,Under Review
CL03017,S021824,3175,Customs Issue,Open
CL03018,S091282,9558,Lost Container,Open
CL03019,S046842,13990,Lost Container,Closed
CL03020,S006073,14377,Late Delivery,Open
CL03021,S063543,14143,Lost Container,Open
CL03022,S062865,6828,Damage,Under Review
CL03023,S043567,11084,Customs Issue,Open
